_store,_product_websites,_attribute_set,_type,group_flavor,_category,sku,has_options,upc_code,name,bringg_user,image,small_image,thumbnail,gallery,url_key,url_path,page_layout,options_container,msrp_enabled,msrp_display_actual_price_type,image_label,small_image_label,thumbnail_label,brand,bedding_pattern,priceper,averageweight,price,unit,special_price,weight,msrp,gift_wrapping_price,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,manufacturer_info,cooking,freezing,special_from_date,special_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,country_of_manufacture,custom_design,gift_wrapping_available,gift_message_available,color,homeware_style,material,bed_bath_type,decor_type,home_decor_type
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,10,FOOD,gro0192,0,7022156848,EXPRIENCES DARK CCHOCOLATE W/CARAMELISED COCOA NIBS 70% COCOA,,,,,,expriences-dark-cchocolate-w-caramelised-cocoa-nibs-70-cocoa,expriences-dark-cchocolate-w-caramelised-cocoa-nibs-70-cocoa.html,1 column,Product Info Column,Use config,Use config,,,,CTE D'OR,,,,35.55,,,0.1,,,1,No,4,2,CHOCOLATE,CHOCOLATE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,EXPRIENCES DARK CCHOCOLATE W/CARAMELISED COCOA NIBS 70% COCOA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,10,FOOD,gro0193,0,7022176743,EXPRIENCES 70% DARK MIGNONNETTE,,,,,,expriences-70-dark-mignonnette,expriences-70-dark-mignonnette.html,1 column,Product Info Column,Use config,Use config,,,,CTE D'OR,,,,35.55,,,0.17,,,1,No,4,2,CHOCOLATE,CHOCOLATE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,EXPRIENCES 70% DARK MIGNONNETTE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0194,0,7022142676,SINGLE W/A RICH CENTRE,,,,,,single-w-a-rich-centre,single-w-a-rich-centre.html,1 column,Product Info Column,Use config,Use config,,,,CTE D'OR,,,,35.55,,,0.044,,,1,No,4,2,DARK CHOCOLATE TRUFFLE,DARK CHOCOLATE TRUFFLE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SINGLE W/A RICH CENTRE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0195,0,7022110175,SINGLE,,,,,,single,single.html,1 column,Product Info Column,Use config,Use config,,,,CTE D'OR,,,,35.55,,,0.047,,,1,No,4,2,MILK CHOCOLATE,MILK CHOCOLATE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SINGLE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0196,0,7022110176,SINGLE W/HAZELNUTS,,,,,,single-w-hazelnuts,single-w-hazelnuts.html,1 column,Product Info Column,Use config,Use config,,,,CTE D'OR,,,,35.55,,,0.045,,,1,No,4,2,MILK CHOCOLATE,MILK CHOCOLATE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SINGLE W/HAZELNUTS,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,15,FOOD,gro0197,0,7022142675,W/A HAZELNUT/ALMOND/CASHEW NUT PRALINE,,,,,,w-a-hazelnut-almond-cashew-nut-praline,w-a-hazelnut-almond-cashew-nut-praline.html,1 column,Product Info Column,Use config,Use config,,,,CTE D'OR,,,,35.55,,,0.045,,,1,No,4,2,MILK CHOCOLATE,MILK CHOCOLATE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,W/A HAZELNUT/ALMOND/CASHEW NUT PRALINE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,15,FOOD,gro0198,0,7022142677,SINGLE W/A HAZELNUT/ALMOND/CASHEW NUT PRALINE,,,,,,single-w-a-hazelnut-almond-cashew-nut-praline,single-w-a-hazelnut-almond-cashew-nut-praline.html,1 column,Product Info Column,Use config,Use config,,,,COUNTRY TIME,,,,35.55,,,0.045,,,1,No,4,2,MILK CHOCOLATE,MILK CHOCOLATE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,SINGLE W/A HAZELNUT/ALMOND/CASHEW NUT PRALINE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0199,0,6618805337,ORIGINAL LEMONADE,,,,,,original-lemonade,original-lemonade.html,1 column,Product Info Column,Use config,Use config,,,,COUNTRY TIME,,,,35.55,,,2.4,,,1,No,4,2,DRINK MIX,DRINK MIX,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORIGINAL LEMONADE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0200,0,6618805470,ORIGINAL LEMONADE,,,,,,original-lemonade,original-lemonade-1116.html,1 column,Product Info Column,Use config,Use config,,,,COUNTRY TIME,,,,35.55,,,0.58,,,1,No,4,2,DRINK MIX,DRINK MIX,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORIGINAL LEMONADE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0201,0,6810000931,LEMONADE SINGLES 10-19G PACKETS,,,,,,lemonade-singles-10-19g-packets,lemonade-singles-10-19g-packets.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.19,,,1,No,4,2,DRINK MIX,DRINK MIX,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,LEMONADE SINGLES 10-19G PACKETS,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0202,0,6810002830,MARBLE CHEDDAR,,,,,,marble-cheddar,marble-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MARBLE CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0203,0,6810002833,MILD LIGHT CHEDDAR,,,,,,mild-light-cheddar,mild-light-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MILD LIGHT CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0204,0,6810002837,MEDIUM LIGHT CHEDDAR,,,,,,medium-light-cheddar,medium-light-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MEDIUM LIGHT CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0205,0,6810002839,OLD LIGHT CHEDDAR,,,,,,old-light-cheddar,old-light-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OLD LIGHT CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0206,0,6810003055,EXTRA OLD CHEDDAR,,,,,,extra-old-cheddar,extra-old-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.907,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,EXTRA OLD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0207,0,6810003063,MARBLE CHEDDAR,,,,,,marble-cheddar,marble-cheddar-1577.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.54,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MARBLE CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0208,0,6618802520,MILD CHEDDAR,,,,,,mild-cheddar,mild-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.075,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MILD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0209,0,6618802521,MEDIUM CHEDDAR,,,,,,medium-cheddar,medium-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.075,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MEDIUM CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0210,0,6618802522,OLD CHEDDAR,,,,,,old-cheddar,old-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.075,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OLD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0211,0,6618802524,MEDIUM LIGHT CHEDDAR,,,,,,medium-light-cheddar,medium-light-cheddar-1127.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.075,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MEDIUM LIGHT CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0212,0,6618802525,OLD LIGHT CHEDDAR,,,,,,old-light-cheddar,old-light-cheddar-1140.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.075,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OLD LIGHT CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0213,0,6810000451,GRATED CHEDDAR,,,,,,grated-cheddar,grated-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.25,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,GRATED CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0214,0,6810000715,OLD CHEDDAR CRACKER CUTS 18 CT,,,,,,old-cheddar-cracker-cuts-18-ct,old-cheddar-cracker-cuts-18-ct.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.17,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OLD CHEDDAR CRACKER CUTS 18 CT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0215,0,6810000719,MARBLE CHEDDAR CRACKER CUTS 18 CT,,,,,,marble-cheddar-cracker-cuts-18-ct,marble-cheddar-cracker-cuts-18-ct.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.17,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MARBLE CHEDDAR CRACKER CUTS 18 CT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0216,0,6810002526,MILD CHEDDAR,,,,,,mild-cheddar,mild-cheddar-1141.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MILD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0217,0,6810002528,MARBLE CHEDDAR,,,,,,marble-cheddar,marble-cheddar-1578.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.7,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MARBLE CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0218,0,6810002571,OLD CHEDDAR,,,,,,old-cheddar,old-cheddar-1143.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OLD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0219,0,6810002582,MEDIUM CHEDDAR,,,,,,medium-cheddar,medium-cheddar-1142.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MEDIUM CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0220,0,6810002583,OLD CHEDDAR,,,,,,old-cheddar,old-cheddar-1144.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,OLD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,5,FOOD,gro0221,0,6810002584,EXTRA OLD CHEDDAR,,,,,,extra-old-cheddar,extra-old-cheddar-1137.html,1 column,Product Info Column,Use config,Use config,,,,CRACKER BARREL,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,EXTRA OLD CHEDDAR,0,simple,,,,,,,,,,,,
