_store,_product_websites,_attribute_set,_type,group_flavor,_category,sku,has_options,upc_code,name,bringg_user,image,small_image,thumbnail,gallery,url_key,url_path,page_layout,options_container,msrp_enabled,msrp_display_actual_price_type,image_label,small_image_label,thumbnail_label,brand,bedding_pattern,priceper,averageweight,price,unit,special_price,weight,msrp,gift_wrapping_price,status,is_recurring,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,manufacturer_info,cooking,freezing,special_from_date,special_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,country_of_manufacture,custom_design,gift_wrapping_available,gift_message_available,color,homeware_style,material,bed_bath_type,decor_type,home_decor_type
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0638,0,6810001465,HERB & SPICE,,,,,,herb-spice,herb-spice-1554.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.227,,,1,No,4,2,DIPS,DIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,HERB & SPICE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0639,0,6810001496,RANCH,,,,,,ranch,ranch.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.227,,,1,No,4,2,DIPS,DIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RANCH,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0640,0,6810001861,ROASTED RED PEPPER,,,,,,roasted-red-pepper,roasted-red-pepper.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.227,,,1,No,4,2,DIPS,DIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ROASTED RED PEPPER,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0641,0,6810001863,JALAPEO,,,,,,jalapeo,jalapeo.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.227,,,1,No,4,2,DIPS,DIPS,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,JALAPEO,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0642,0,6810001138,CHIVE & ONION,,,,,,chive-onion,chive-onion.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE DIP,CREAM CHEESE DIP,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CHIVE & ONION,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0643,0,6810001133,PINEAPPLE,,,,,,pineapple,pineapple.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE PRODUCT,CREAM CHEESE PRODUCT,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PINEAPPLE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0644,0,6810001139,PACIFIC SMOKED SALMON,,,,,,pacific-smoked-salmon,pacific-smoked-salmon.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE PRODUCT,CREAM CHEESE PRODUCT,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PACIFIC SMOKED SALMON,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0645,0,6810001322,ROASTED RED PEPPER,,,,,,roasted-red-pepper,roasted-red-pepper-1561.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE PRODUCT,CREAM CHEESE PRODUCT,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ROASTED RED PEPPER,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0646,0,6810001126,ORIGINAL,,,,,,original,original-1575.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE SPREAD,CREAM CHEESE SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORIGINAL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0647,0,6810001127,PHILLY LIGHT,,,,,,philly-light,philly-light.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE SPREAD,CREAM CHEESE SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PHILLY LIGHT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0648,0,6810001137,HERB & GARLIC,,,,,,herb-garlic,herb-garlic.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,CREAM CHEESE SPREAD,CREAM CHEESE SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,HERB & GARLIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0649,0,6810001166,ORIGINAL,,,,,,original,original-1576.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.4,,,1,No,4,2,CREAM CHEESE SPREAD,CREAM CHEESE SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,ORIGINAL,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0650,0,6810001307,PHILLY LIGHT,,,,,,philly-light,philly-light-1566.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.4,,,1,No,4,2,CREAM CHEESE SPREAD,CREAM CHEESE SPREAD,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PHILLY LIGHT,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0651,0,6810001357,LIGHT GARDEN VEGETABLE,,,,,,light-garden-vegetable,light-garden-vegetable.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,DIP,DIP,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,LIGHT GARDEN VEGETABLE,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0652,0,6810001467,GARLIC,,,,,,garlic,garlic-1568.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.227,,,1,No,4,2,DIP,DIP,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,GARLIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0653,0,6810001477,HERB & GARLIC,,,,,,herb-garlic,herb-garlic-1569.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.227,,,1,No,4,2,DIP,DIP,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,HERB & GARLIC,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0654,0,6810001791,RASPBERRY,,,,,,raspberry,raspberry-1570.html,1 column,Product Info Column,Use config,Use config,,,,PHILADELPHIA,,,,35.55,,,0.25,,,1,No,4,2,DIP,DIP,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,RASPBERRY,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0655,0,6810001839,LIGHT CHIVE & ONION,,,,,,light-chive-onion,light-chive-onion.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.25,,,1,No,4,2,DIP,DIP,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,LIGHT CHIVE & ONION,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0656,0,6810000269,VERY MILD CHEDDAR SNACKS 10 PIECES,,,,,,very-mild-cheddar-snacks-10-pieces,very-mild-cheddar-snacks-10-pieces.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.21,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,VERY MILD CHEDDAR SNACKS 10 PIECES,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0657,0,6810002588,CHEDDAR,,,,,,cheddar,cheddar.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0658,0,6810002589,CHEDDAR,,,,,,cheddar,cheddar-1574.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0659,0,6810002592,MOZZARELLA,,,,,,mozzarella,mozzarella-1584.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MOZZARELLA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0660,0,6810002593,BRICK,,,,,,brick,brick.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.2,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,BRICK,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0661,0,6810002824,MARBLE CHEDDAR,,,,,,marble-cheddar,marble-cheddar-1580.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MARBLE CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Breads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0662,0,6810002840,VERY MILD CHEDDAR,,,,,,very-mild-cheddar,very-mild-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,VERY MILD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Fruits & Vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0663,0,6810002843,VERY MILD CHEDDAR,,,,,,very-mild-cheddar,very-mild-cheddar-1579.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,VERY MILD CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0664,0,6810002844,MOZZARELLA,,,,,,mozzarella,mozzarella-1585.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,MOZZARELLA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0665,0,6810002847,BRICK,,,,,,brick,brick-1581.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,BRICK,0,simple,,,,,,,,,,,,
,,,,,FOOD/Bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Ice cream & frozen desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0666,0,6810002848,VERY MILD LIGHT CHEDDAR,,,,,,very-mild-light-cheddar,very-mild-light-cheddar.html,1 column,Product Info Column,Use config,Use config,,,,P'TIT QUBEC,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,VERY MILD LIGHT CHEDDAR,0,simple,,,,,,,,,,,,
,,,,,FOOD/Frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Appetizers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0667,0,6810002849,PART SKIM MOZZARELLA,,,,,,part-skim-mozzarella,part-skim-mozzarella-1585.html,1 column,Product Info Column,Use config,Use config,,,,RITZ,,,,35.55,,,0.3,,,1,No,4,2,CHEESE,CHEESE,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,PART SKIM MOZZARELLA,0,simple,,,,,,,,,,,,
,,,,,FOOD/Deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FOOD/Deli meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,base,Grocery,simple,,FOOD,gro0668,0,6810001347,HANDI-SNACKS CHEESE'N CRACKERS PROCESS CHEESE PRODUCT & CRACKERS,,,,,,handi-snacks-cheese-n-crackers-process-cheese-product-crackers,handi-snacks-cheese-n-crackers-process-cheese-product-crackers.html,1 column,Product Info Column,Use config,Use config,,,,SANKA,,,,35.55,,,0.696,,,1,No,4,2,WRAPPER,WRAPPER,,,KRAFT CANADA,Content will be updated,Content will be updated,,,100,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,HANDI-SNACKS CHEESE'N CRACKERS PROCESS CHEESE PRODUCT & CRACKERS,0,simple,,,,,,,,,,,,
